date,id,title,label,opportunity,source,author,description,content,link,nurl
2023-02-17,a2409652,Credit Suisse appoints sole global equities chief after co-head exits,Changes in the Investment Team,Displacement opportunity,CityWire,Fergus Horsfall,Neil Hosie joined Credit Suisse in 2017 from Deutsche Bank.,"Credit Suisse has appointed Neil Hosie as sole head of global equities. He was previously co-head of global equities with Doug Crofton, who has left the company to pursue other opportunities.
Credit Suisse confirmed the appointment, which was first reported by Bloomberg and takes immediate effect.
According to his LinkedIn profile, Hosie joined Credit Suisse in 2017 and was previously head of Apac and EMEA equities.
He worked for Deutsche Bank from 2004 to 2017, including a stint as head of equity trading for Asia Pacific.
In other hiring news, Christine Chow is to join Credit Suisse Asset Management as head of active ownership and managing director from 1 April.
The Credit Suisse group reported a EUR1.3bn pre-tax loss for the fourth quarter of 2022, with both the asset management arm and wealth management division registering net outflows.",https://citywireselector.com/news/credit-suisse-appoints-sole-global-equities-chief-after-co-head-exits/a2409652,2
2023-02-17,a2409630,FTSE retreats as US data implies more Fed hikes,Not a displacement opportunity,Not a displacement opportunity,CityWire,Jamie Colvin,"Optimism that US interest rates are near their peak is dashed by new data, sending Wall Street and Europe markets into reverse.","The FTSE 100 fell back below 8,000 again after producer price report indices suggested US inflation might require the Federal Reserve to further tighten monetary policy.
The UK blue-chip index slipped 0.4%, or 35 points, to 7,977 as it joined European markets in following Wall Street lower, reversing hopes earlier in the week that US interest rates were close to their peak.
The pound dropped 0.5% to $1.192 as investors backed the dollar in anticipation of higher US interest rates, with sterling also weakening 0.2% against the euro to EUR1.12.
'It was only days ago that investors seemed confident we would only get one or two more small increases in US interest rates and then the Federal Reserve might start cutting rates later in the year,' said Russ Mould, investment director at AJ Bell. 'The rhetoric has now changed.'
UK retail data showed that sales rose 0.5% in January as post-Christmas sales encouraged shoppers, although the overall picture was one of weak demand as inflation continues to impact consumers.
NatWest (NWG) plunged 7.4% to 283p after posting strong full-year results, but noted that profit margins were unlikely to grow any further.
Lloyds (LLOY) slumped 3.8% to 51p and Hargreaves Lansdown (HL), always a volatile financial stock, shed 2.9% to 842p.
Gambling group Flutter (FLTR) gained 2% to PS136.70 as broker Numis reaffirmed its positive rating for the company, which hopes to list in the US. Logistic property specialist Segro (SGRO) added 2.3% after reporting a 9% increase to underlying profits and hiking its dividend 8.2%.
The more domestic FTSE 250 index fell 0.5%, or 94 points, to 20,087.
Pharma group Indivior (INDV) led the fall, slumping 4% to PS16.22 after Morgan Stanley cut its target price, while leisure travel company Carnival (CCL) dropped 3% to 859p.
Bank of Georgia (BGEO) led the gains, rising 3.2% to PS28.80 after strong 2022 full-year results, followed by airline Wizz Air (WIZZ), which rose 2% to PS28.38.",https://citywire.com/funds-insider/ftse-retreats-as-us-data-implies-more-fed-hikes/a2409630,9
2023-02-17,a2409675,"Advisers turn to emerging markets, hopeful of US rates peak",Not a displacement opportunity,Not a displacement opportunity,CityWire,Nicola Blackburn,"After a difficult few years, financial advisers are betting on emerging markets as US inflation and interest rates subside.","Financial advisers are betting on emerging market equities to deliver strong returns in the hope that US inflation and interest rates have peaked.
Recent years have proven difficult for investors in the sector, with funds in Citywire's Equity - Global Emerging Markets sector returning an average of 9.9% over the past three years and having fallen 5% over one year.
But with US interest rates likely approaching their peak and the US dollar undergoing a steep decline in recent months, advisers have reasons to be hopeful.
Almost half of them expect emerging markets to be the best-performing equity sector in 2023, according to a survey of delegates at Citywire's New Model Adviser annual conference last week. There is significantly more optimism about global emerging markets than there is about developed market equities (see chart below).
Beckett Investment Management Group in Bury St Edmunds has been overweight emerging markets for some time.
'We are long-term investors and were relying on, at some stage, inflation coming under control,' said Beckett's portfolio manager Tony Yousefian, referring to the negative impact of US inflation on emerging markets.
'Our bullishness built up from the start of the fourth quarter last year and we became more bullish as inflation began to fall in the US,' he explained.
Beckett allocates 18.5% of its in-house global equity fund to Asian and emerging market equity funds. Among its underlying investments are the PS2.6bn Goldman Sachs Emerging Markets Equity fund, the PS331.8m Aikya Global Emerging Markets fund, and the PS97m Redwheel Next Generation Emerging Markets Equity fund.
Of these, the Redwheel strategy was the only one to post significant returns over 2022, although Aikya's offering did also outperform the MSCI EM benchmark (see chart below).
*source, Morningstar
However, Yousefian expects the emerging market overweight position to soon pay off.
'If one subscribes to the idea that interest rates in the US are closer to their peak, then the dollar should start to weaken and that appears to have already started,' he said.
Opportunity
Advisers said a range of factors, from a bleak outlook for the US economy to China's reopening, would influence positive emerging market equity performance.
Jessica McGuigan, an Oxford-based wealth planner at the Kingswood Group, said money pulled from US equities in 2023 would likely be reallocated to emerging markets.
'People will move away from the US and reduce exposure, so it is likely that emerging markets will move into its place,' she said. 'Obviously, if demand is high, that will push prices up in emerging markets.'
Oliver Suter, financial planner at Investment Solutions Wealth Management in Worthing, West Sussex, agrees that investors reallocating capital from developed market equities will likely boost returns for the sector.
'A lot of emerging markets exposure is made up of China,' he said. 'With China having done most of the tough work in terms of their lockdowns, we'd like to think they're through the worst of what they're dealing with. So hopefully we will see some ticking up [in emerging market funds].'
After a year of negative performance, data suggests investors are starting to turn bullish on China. Funds in the IA's China/Greater China sector returned about 8.4% in January but lost 4.7% in the year to February.
Balancing risk
Advisers agree that more exposure to emerging markets requires paring back risk elsewhere. For Suter, it would require reducing positions in UK or US equities to ensure portfolios still meet volatility targets.
Such a balancing act is required because emerging market funds have demonstrated more volatility than most other global equity sectors. Over three years, funds in Citywire's Equity - Global Emerging Markets sector reported a higher average standard deviation than most of the 15 biggest Morningstar fund categories in the UK (see table below).
Standard deviation measures risk by calculating how a fund's performance deviates from the sector mean.
Name
Three-year standard deviation to 31 January 2023
EAA Fund UK Flex-Cap Equity
20.63
EAA Fund UK Equity Income
18.78
EAA Fund Europe ex-UK Equity
17.83
EAA Fund UK Large-Cap Equity
17.68
EAA Fund Global Emerging Markets Equity
16.12
EAA Fund US Large-Cap Blend Equity
15.97
EAA Fund Asia-Pacific ex-Japan Equity
15.92
EAA Fund Global Large-Cap Growth Equity
15.61
EAA Fund Global Large-Cap Blend Equity
14.34
EAA Fund GBP Allocation 80%+ Equity
13.58
EAA Fund GBP Allocation 60-80% Equity
11.99
EAA Fund GBP Corporate Bond
10.46
EAA Fund GBP Allocation 40-60% Equity
10.18
EAA Fund GBP Flexible Allocation
10.07
EAA Fund Global Flexible Bond - GBP Hedged
7.24
Source: Morningstar
Due to this higher embedded risk, Beckett's Yousefian believes an overweight position to emerging market funds requires going underweight in other, riskier equity sectors.
'We have risk buckets we work to, and that is then divided between different asset classes,' he said.
'In our overseas funds, we reduced our mid- and small-cap exposure in developed markets, and that enabled us to add risk by adding to emerging markets. That's how we've been able to achieve the overweight position.'",https://citywire.com/funds-insider/advisers-turn-to-emerging-markets-hopeful-of-us-rates-peak/a2409675,5
2023-02-17,a2409498,"Investors aren't pricing in earnings recession, warns Amundi Institute",Not a displacement opportunity,Not a displacement opportunity,CityWire,Siri Christiansen,"VIDEO: Monica Defend, head of the Amundi Institute, says the focus on GDP is 'asymmetric' as earnings results are not being priced in.","Investors aren't pricing in an earnings recession - even though this is 'where the real concerns are', said the head of the Amundi Institute.
'We're all focusing on GDP but eventually, corporate results will really give a sense of how the real economy is doing. Here, we think there is risk because investors are not pricing in earnings per share recession while we believe we're already in a recession,' Monica Defend told Citywire Selector.
Defend called the focus on GDP and lack of attention on earnings 'asymmetric' as some sectors - notably tech - are already showing recession signs.
'We're in the middle of reporting season and corporate CIOs are reviewing on the downside, and the top line is going down - this is why we believe recession will continue on the earnings side.
'Earnings recession might not drive into an economic recession but it is equally painful for financial markets,' she said.
'When it materialises we're in an earnings recession, then [markets will] correct on the downside, and we're preparing for it in the way we are positioning,' she added.
Amundi is currently underweight equities and is particularly cautious in Europe and the US, preferring instead emerging markets and particularly China. 'It's a matter of valuation', Defend said.
The firm has also been reducing its exposure to the US dollar from its overweight last year as geopolitical risks and concerns around a Chinese recession have faded. 'It was a safe haven last year, but now [the safe haven] is the Japanese yen or Swiss franc,' she said.
She also highlighted gold as a hedge against inflation and expects it to rise further as investors become less concerned about inflation and more about growth.",https://citywire.com/funds-insider/investors-aren-t-pricing-in-earnings-recession-warns-amundi-institute/a2409498,0
2023-02-17,a2409501,"Why more tech unicorns will be up for sale, but Big Tech won't be buying",Not a displacement opportunity,Not a displacement opportunity,CityWire,Ian Heath,"Jacques-Aurelien Marcireau, Edmond de Rothschild's tech-focused deputy CIO, says tighter financial conditions mean a tougher climate for emerging tech but there is still plenty of room for innovation.","Tougher financial conditions mean more emerging tech companies will be up for sale in the coming years, but the days of the mega-caps buying all the best disruptors are over.
That's the view of Jacques-Aurelien Marcireau, who manages the Tech Impact
and Big Data
funds at Edmond de Rothschild Asset Management.
He is the top performer in Citywire's Equity - Robotics and AI sector over the last three years with a total return of 36.9%. This is against a 20.2% sector average from the 22-strong category.
Speaking to Citywire Selector, Marcireau said he expected tech innovation to continue to thrive but did not foresee a return to the sky-high valuations of the Covid-19 crisis.
'The three factors that we had two years ago, which was the Covid benefit, zero cost of capital and the booming environment, will not repeat,' he said. 'We believe that valuation multiples are still not back to normalised level, at least for publicly listed equities.
'We're not so sure about tech outperformance overall this year, even though we believe that there are pockets of very interesting areas in tech that we'll strive to exploit.'
Creation in the tempest
Marcireau said a tighter monetary climate would create a more competitive environment for tech innovators, describing it with the French phrase 'creation in the tempest'.
'There's a clear window of opportunity to create the next wave of tech. It will be about being the best navigator or steward of the environment.
'What will be very interesting in the coming quarters and years is a lot of interesting technology and companies will be for sale. You will have a lot of unicorns that will not survive in a world without money but they might have very interesting technologies.'
He was adamant that the days of mega-cap tech companies buying out promising startups were over because of stricter anti-trust rules, as recently evidenced by Microsoft's struggle to buy gaming giant Activision Blizzard.
'I believe that Big Tech will not be able to do what they used to do because of the regulators. Google bought YouTube at an interesting time. Facebook bought Instagram and then WhatsApp. This kind of thing cannot happen again.
'You can feel the level of scrutiny around any deal made by Google, Facebook, Amazon or Microsoft is super-high now. It will be tough for them to do deals, except if it's very far away from their base. And in that case, the chance of success for them is lower.'
Instead, Marcireau backed second-tier tech companies as purchasers. 'I believe there will be acquisitions and a lot of M&As taking place but more with tier two players, like ServiceNow and Palo Alto Networks.
'They want to do acquisitions and now have a better chance of doing that. I believe the opportunity is more on their side with consolidation and good technologies to be bought on the cheap.'
An area of tech innovation which could thrive over the next decade is vertical software, he said, as this targets niche markets, such as restaurant point-of-sale system Toast.
Marcireau said improved access to high levels of data on cloud and internet systems would improve this type of software dramatically.
He also said the confluence of healthcare and tech was an area to watch because of data trends such as genomic sequencing. He named radiology tech firm RadNet as a stock in this space within his portfolio.",https://citywireselector.com/news/why-more-tech-unicorns-will-be-up-for-sale-but-big-tech-won-t-be-buying/a2409501,3
2023-02-17,a2409431,Vietnam's oldest trust on its most turbulent year yet,Not a displacement opportunity,Not a displacement opportunity,CityWire,Jeremy Gordon,Dominic Scriven discusses the anti-corruption drive that shook Vietnamese markets last year and prospects for his pioneering PS1.4bn VEIL trust.,"In the latest Funds Fanatic podcast, Dragon Capital's Dominic Scriven discusses the anti-corruption drive that shook Vietnamese markets last year and the prospects for the pioneering PS1.4bn investment trust Vietnam Enterprise Investment Limited (VEIL ).
Scriven founded Dragon Capital, the oldest independent asset manager in the country, after moving to Vietnam in the early 1990s, having worked for firms including M&G in Hong Kong.
In a 39-minute interview, he discusses the lessons learnt since launching VEIL in 1995 and the challenges of portfolio management in what is still considered a frontier market.
'The direction has never been in doubt - the timing most certainty has been,' Scriven says.
Vietnam's economy was one of the fastest growing in the world in 2022, delivering 8% growth. But its stock market was down 32% in local currency terms (26% in sterling) with both the retail traders (who dominate the market) and international investors exiting during an anti-corruption drive that saw the head of the Ho Chi Minh stock exchange dismissed.
After a rebound since the start of this year, shares in VEIL are now down 23% over one year but up 25% over five. That has seen the trust fall behind the gains for rivals VinaCapital Vietnam Opportunity (VOF ), 51.5%, and VietNam Holding (VNH ), 38%, over the same period.
Scriven talks about the key issues at play and highlights one recent scandal that may affect Eximbank, which Dragon invests in.
But while markets may have run ahead of the local capacity to regulate for a time, Scriven says Vietnam's long-term growth remains very much intact and argues that rising prosperity will continue to boost the market's key banking and real estate sectors.",https://citywire.com/funds-insider/vietnam-s-oldest-trust-on-its-most-turbulent-year-yet/a2409431,5
2023-02-17,a2409414,Reset expectations: What will happen to private assets as markets normalise?,Not a displacement opportunity,Not a displacement opportunity,CityWire,Chris Sloley,"VIDEO: In the final video from our specialist panel, fund buyers and industry experts look at the near-term potential of private markets.","Private markets have been on the cusp of mainstream acceptance in recent years, but do rising rates and the slow road back towards growth mean investors will return to more traditional asset allocation ideas?
In this final video from our roundtable 'Preparing for private markets', pan-European fund buyers and specialists in the field of private equity and debt look at what near-term headwinds exist, but also the best ways to approach alternative ideas as central bank policy evolves.
The panel was chaired by Citywire Selector's Chris Sloley and was comprised of:
Markus Benzler, head of multi-manager, private equity, UBS AM
Roberto Marsella, head of private assets, Generali Investments
Pierre Stadler, head of thematic private equity, Pictet & Cie
Arisla dos Santos, head of private equity and debt, HQ Trust
Marianne Rameau, head of portfolio management & research, ISGAM",https://citywireselector.com/news/reset-expectations-what-will-happen-to-private-assets-as-markets-normalise/a2409414,0
2023-02-17,a2409595,Friday papers: Shake-up at Rolls-Royce,Not a displacement opportunity,Not a displacement opportunity,CityWire,Himanshu Singh,And City minister suggests lenders could sue the Bank of England over tough new rules.,"Top stories
The Times: The head of Rolls-Royce's passenger jet engine manufacturing division, the British engineer's largest and most important business unit, has been removed from his post as new boss Tufan Erginbilgic makes his mark.
The Daily Telegraph: City minister Andrew Griffith has told lenders they could sue the Bank of England over tough new financial rules amid fears that Threadneedle Street's regulations are putting the City at risk.
The Daily Telegraph: Rishi Sunak will on Friday attempt to convince the Democratic Unionist Party to back his Brexit deal, kickstarting 48 hours of intense diplomacy to sign off an agreement.
Business and economics
The Times: Policymakers are ready to slow down the pace of interest rate rises at their next meeting in March, a senior Bank of England official has hinted, as they wait for the impact of previous rate rises to feed through to the economy.
The Times: People spent more on holidays last month despite finances being squeezed by surging prices, according to Nationwide's latest spending report.
The Times: SSP, one of the world's biggest airport and railway caterers, has registered strong sales in Europe despite disruption from rail strikes in the UK.
The Times: Relx shares hit a record high following a solid set of full-year results, a bigger dividend and news of an PS800m share buyback.
The Times: Crocs, the maker of casual footwear, has reported record annual revenues of $3.6bn (PS3bn), up 54% after a strong finish to the year.
Daily Mail: Moneysupermarket.com's earnings jumped over the past year, driven by a solid recovery in its travel arm as pandemic restrictions were lifted.
The Times: WeWork came under pressure after a lacklustre quarterly sales forecast but raised the prospect of its loss-making operation coming out of the red after its first month of adjusted profits.
The Times: Paramount Global, which owns Channel 5, said TV advertising revenue fell 7% in the three months to the end of December. Total revenue was 2% up at $8.13bn in the quarter, but missed expectations of $8.16bn.
Daily Mail: AssetCo shares have tumbled after Martin Gilbert's asset management sector takeover vehicle reported a PS9.2m loss due to high acquisition costs and market volatility.
The Times: Indivior reported an annual loss yesterday after a provision for litigation, despite revenue rising by 14% after growth in sales of Sublocade.
The Guardian: Tesla said it would recall 362,000 US vehicles to update its Full Self-Driving Beta software after regulators said on Thursday the driver assistance system did not adequately adhere to traffic safety laws and could cause crashes.
The Guardian: Standard Chartered bankers will receive their biggest bonuses since the financial crisis after rising global interest rates pushed the lender's profits up 28%.
The Times: Nestle has warned it will raise prices further this year, despite sales volumes dipping at the end of 2022 as its products became more expensive.
The Guardian: Centrica's CEO has refused to say whether he will waive a PS1.6m bonus, as the British Gas owner's annual profits tripled to a record PS3.3bn after a price surge triggered by Russia's halt on gas supplies to Europe.
The Guardian: The boss of Boohoo could be in line for a bonus worth as much as PS50m as the fast fashion retailer seeks to overhaul its management incentive scheme.
Daily Mail: Schneider Electric boss Jean-Pascal Tricoire announced his shock exit yesterday after two decades in charge - just months after buying British software giant Aveva.
The Times: YouTube boss Susan Wojcicki is stepping down after nine years in charge of the world's largest video platform.
The Guardian: Aldi plans to hire more than 6,000 people across the UK this year as the discount supermarket continues to expand following strong Christmas trading.
The Guardian: The RMT union has announced further national strikes and wider action on the railways after rejecting offers from train operators and Network Rail last week.
The Guardian: The head of the Rockefeller Foundation, Rajiv Shah, has emerged as the favourite to succeed David Malpass as head of the World Bank amid calls for the White House to lose its stranglehold on choosing who should run the global development body.
The Times: Oasis Management Company, which has a 6.5% stake in The Restaurant Group, accused its board of 'strategic stagnation'.
The Daily Telegraph: Europe will face intense competition from China for gas supplies as the world's second-largest economy re-opens, Shell has warned.
The Guardian: Millions of consumers with O2 and Virgin Mobile contracts are to be hit with an inflation-busting 17.3% increase in their bills for making calls, sending texts and using data, adding to pressure on households during the cost-of-living crisis.
The Times: Bitcoin scaled a six-month peak yesterday as concerns over a recession and a crackdown on cryptocurrencies eased, helping to drive the asset higher.
The Daily Telegraph: The British financial technology pioneer Railsr has been accused of gross anti-terror finance and money-laundering failings at its Lithuanian subsidiary as it races to find a buyer.
Daily Mail: PwC is under investigation by the accounting regulator over its auditing of Intu Properties, the shopping centre owner that fell into administration in 2020.
The Times: The federal judge overseeing the trial of Sam Bankman-Fried has raised the possibility of revoking the FTX co-founder's $250m bail package.
Share tips, comment and bids
The Daily Telegraph (Questor share tips): BUY JPMorgan US Smaller Companies.
The Times (Tempus share tips): AVOID Centrica; BUY Relx.
Daily Mail: Sausage-skin maker Devro has received a fresh offer from a German waste management firm as yet another British business looks likely to fall into foreign hands.
Daily Mail: Beleaguered homeless housing provider Home Reit has revealed the receipt of an unsolicited takeover offer from European property investor Bluestar Group.
The Times: The boss of Standard Chartered has played down speculation that the emerging markets-focused bank is vulnerable to a takeover despite rumours about the lender's future.
The Times: BP has agreed a $1.3bn deal to acquire TravelCenters of America, the network of truck stops and service stations in America, as it expands its convenience store offering.
The Daily Telegraph (Comment): Andrew Bailey is about to make the house price slump even worse.
The Times (Comment): Questions grow over Barclays board's support for Jes Staley.",https://citywire.com/funds-insider/friday-papers-shake-up-at-rolls-royce/a2409595,38
2023-02-17,a2409477,The unerring quest for 'quality' in a world of overused words,Not a displacement opportunity,Not a displacement opportunity,CityWire,Chris Sloley,"OPINION: An early frontrunner for the most-used term of the year, but what does it actually mean?","Imagine you are being pitched to. Long, hardwood table. Plush, ergonomic chair. An A5 slide decked, neatly bound and laminated, resting in front of you beside a steaming cup of coffee.
And there, in bold font, clear as day: The Long-Term Trash Equity fund.
Trash? You wouldn't buy it. Or would you? What could it possibly mean? Does it even mean anything?
This make-believe scenario is my attempt to highlight the fact that 2023 is already the year of 'quality'. In three of the last four interviews I have conducted - two chief investment officers (CIOs), an equity specialist and a CEO - the word 'quality' popped up time and time again.
But what do people mean when they talk about 'quality'? One of the CIOs laughed when I asked him why quality is being talked about so much this year.
'The thing about this industry is that a lot of terms mean different things to different people,' he said. However, quality, he added, is more strictly defined than most.
It is often used to describe companies with strong balance sheets and the ability to produce stable and dependable earnings. It is a regular feature in many factor-based investment styles alongside ideas such as growth, momentum and value, and it even has its own Wikipedia page, listing its areas of application.
Simple enough, right? But is the type of quality mentioned above the same type that everyone means when they use the word?
'No,' said the CIO. 'I have been in meetings where the term has been applied to companies with defensive earnings profiles. I have also heard it used to mean better than the worst performers - it has relative quality in that instance. It is really the job of the person speaking to get the definition correct.'
And herein lies the challenge. As someone who works with words daily, I can tell you that not everyone always uses the correct word and that words can be misinterpreted.
A much-referenced anecdote recalls the US asset manager, who I will not name, who had a long-running strategy called the Sustainable Growth Equity fund. It was launched in the mid-2000s and as the fervour around ESG grew, the fund's assets were boosted as people were drawn to the 'sustainable' banner.
However, sustainable in this context meant it was consistent over time and had no bearing on the ESG profile of the fund. I asked the company at the time whether it felt there had been sleight of hand in capturing this ESG interest when it wasn't the main purpose of the strategy, but it said the onus is on investors to understand what they are buying.
In the current market dynamics of rising rates, modest-to-improving growth, and ongoing anxiety over the war in Ukraine and China/US tensions, it is understandable that investors want to cling to 'quality' notions that can survive the worst economic outcomes.
Without preempting market trends, my gut feeling is that several strategies with 'quality' in their name will be working their way through the legal labyrinths and marketing mazes to the aforementioned pitching stage.
But, as with the sustainable fund with no interest in sustainability, I offer a word of caution around generalist terms. It might be worth asking the most basic of journalistic questions: 'What does it actually mean?'
If you cannot get an adequate or meaningful answer, then you might be better off taking a punt on my 'trash' equity fund idea. At least you won't be disappointed if it doesn't end up with quality results.
And if you're interested in the deeper philosophical meanings around the term, why not pick up Robert M Pirsig's book Zen and the Art of Motorcycle Maintenance?",https://citywireselector.com/news/the-unerring-quest-for-quality-in-a-world-of-overused-words/a2409477,0
2023-02-18,a2409596,Saturday papers: Hinkley C nuclear plant costs soar to PS33bn,Not a displacement opportunity,Not a displacement opportunity,CityWire,Himanshu Singh,And new Northern Ireland protocol will be Rishi Sunak's biggest test yet.,"Top stories
The Times: The Hinkley Point C nuclear plant in Somerset could end up costing PS33bn thanks to inflation, its developer EDF has disclosed.
The Times: Rishi Sunak faces the biggest test of his premiership next week as he prepares to push ahead with a new Brexit deal despite significant reservations among Eurosceptic Tory MPs.
Daily Mail: Hermes has bagged higher profits after an 'exceptional' year thanks to Chinese shoppers snapping up its leather goods.
Business and economics
The Times: The stock market rally has further to run this year, analysts have forecast, as signs that inflation has peaked and a more resilient economy promise to support sentiment.
The Times: The value of Segro's multibillion-pound portfolio of warehouses fell sharply in the final months of last year, but Britain's biggest listed landlord shrugged off that setback yesterday by announcing record growth in its rent income.
The Times: An aggressive move to cut costs has paid off for AMC Networks, with the American cable television group announcing robust profits and investors rushing to snap up its shares.
The Times: Lenovo, the world's biggest computer maker, has reported a steep decline in revenue for the last quarter after global demand for personal computers and electronics fell sharply.
Daily Mail: Enquest shares tanked after it delayed its upcoming North Sea project, blaming the Government's windfall tax.
The Daily Telegraph: Bao Fan, the billionaire founder of a leading Chinese investment bank, China Renaissance, has disappeared amid a continuing crackdown on free enterprise by Xi Jinping.
Daily Mail: NatWest's boss made PS5.2m last year as the bailed-out bank profited from charging borrowers more while not passing on rising interest rates to savers.
The Times: WM Morrison Supermarkets struggled to cover the costs of interest payments from its earnings last year as it raced to fund a bill that is set to total more than PS1bn by the end of 2024.
The Guardian: KPMG has settled a PS1.3bn lawsuit brought by Carillion's liquidators, who claimed the auditor was negligent and missed serious red flags in the outsourcing firm's accounts ahead of its disastrous collapse in 2018.
The Times: Direct Line has bolstered its board with the appointment of the former boss of Moneysupermarket as it seeks to bounce back after a string of profit warnings that led to the exit of its chief executive.
The Daily Telegraph: Europe is on course to end the winter with near-record volumes of gas in storage, dealing a blow to Vladimir Putin's efforts to fund his war in Ukraine.
The Daily Telegraph: Amazon has ordered all its employees back to the office, becoming the latest tech giant to signal the end of the working-from-home era.
The Daily Telegraph: Rupert Murdoch described suggestions that the 2020 US election was stolen as 'really crazy' and 'damaging' but did not prevent Fox News from airing the claims, according to new court filings.
Share tips, comment and bids
The Daily Telegraph (Questor share tips): HOLD Jet2.
The Guardian: Manchester United were the subject of an official bid of a minimum PS4bn on Friday from Sheikh Jassim bin Hamad al-Thani, the chairman of QIB, a Qatari bank.
The Daily Telegraph: Purplebricks, the online estate agent, has put itself up for sale and is exploring a break-up of the business as it warned on profits and launched a fresh round of job cuts.
The Times: Cath Kidston, the retailer known for its distinctive polka dots and vintage prints, could be put up for sale again only 18 months after it was bought by Hilco Capital.
The Times (Comment): Fuelling change in aviation may need a kick-start from investors.",https://citywire.com/funds-insider/saturday-papers-hinkley-c-nuclear-plant-costs-soar-to-33bn/a2409596,21
2023-02-19,a2409597,Sunday papers: US hedge fund joins race for Manchester United,Not a displacement opportunity,Not a displacement opportunity,CityWire,Himanshu Singh,And Boris Johnson has warned Rishi Sunak against ditching the Northern Ireland protocol bill.,"Top stories
The Sunday Times: The American hedge fund giant Elliott has entered the PS5bn bidding battle for Manchester United in an extraordinary eleventh-hour swoop.
The Sunday Telegraph: Boris Johnson has warned Rishi Sunak that ditching the Northern Ireland protocol bill in favour of a new Brexit deal would be a 'great mistake'.
The Sunday Times: Anglo American will this week lay out plans to bring a multibillion-pound fertiliser mine under the North York Moors National Park into production having rescued the project from the verge of collapse three years ago.
Business and economics
The Sunday Times: Billionaire restaurateur Richard Caring has said all-day-dining chain Bill's has 'turned a corner' and after ploughing another PS750,000 into the business in the past year.
The Sunday Times: Stratospheric Platforms, a British company hoping to beam down 5G from unmanned drones flying high in the Earth's atmosphere, has threatened to build its planes abroad if it does not secure UK government funding as it looks to raise PS130m.
The Sunday Times: Embattled industrials tycoon Sanjeev Gupta is locked in a legal battle with the landlord of his London headquarters over unpaid rent and service charges.
The Observer: Railway engineering workers are to stage a series of 48-hour strikes in a dispute over pay, the RMT union has said.
Share tips, comment and bids
Mail on Sunday (Midas share tips): BUY Vietnam Opportunity Fund.
Mail on Sunday (Midas share tips): BUY Nippon Active Value Fund.
Mail on Sunday: Online fashion retailer Sosandar has received a vote of confidence after veteran rag trade investor Bill Currie threw his weight behind the company.
The Sunday Telegraph: Rezolve, a British mobile shopping company founded by dot-com boom veteran Dan Wagner, is facing an investor exodus from its planned $2bn float.
The Observer (Comment): Brussels tries to form united front against Putin's oligarchs.
The Observer (Comment): Cold war 2.0 will be a race for semiconductors, not arms.
The Observer (Comment): The AI industrial revolution puts middle-class workers under threat this time.
The Sunday Telegraph (Comment): The crypto housing crash costing digital landlords a fortune.
The Sunday Telegraph (Comment): Purplebricks hoists the For Sale sign, but who would want to buy it?
The Sunday Times (Comment): Will Elon Musk's $25,000 Tesla save the electric car industry?
The Sunday Times (Comment): How Macron wants Paris to steal London's tech crown.
The Sunday Times (Comment): After hitting a record high, does the FTSE have its mojo back?
The Sunday Times (Comment): ESG investors ponder the 'social value' of defence after Ukraine.
The Sunday Times (Comment): Big pharma hears ticking of the patent time bomb.",https://citywire.com/funds-insider/sunday-papers-us-hedge-fund-joins-race-for-manchester-united/a2409597,21
