ID,NOTA_WSW,NOTA_TK,RANK
2013-10,inflacion explicada mayormente alza precio alimentos perecibles electricidad,la inflacion en [DATE] fue [NUM] explicada mayormente por el alza en el precio de alimentos perecibles y de electricidad,2
2013-10,inflacion ultimos meses paso setiembre,la inflacion de los ultimos [NUM] meses paso de [NUM] en [DATE] a [NUM] en setiembre,3
2013-10,proyecta inflacion permanecera rango meta proximos meses debido mejora condiciones oferta alimentos expectativas inflacion ancladas rango meta,se proyecta que la inflacion permanecera en el rango meta en los proximos meses debido a la mejora en las condiciones de oferta de alimentos y a expectativas de inflacion ancladas en el rango meta,4
2013-10,ademas establecio encaje adicional condicional expansion credito moneda extranjera fin consolidar desdivisasizacion prestamos,ademas se establecio un encaje adicional condicional a la expansion del credito en moneda extranjera a fin de consolidar la desdivisasizacion de los prestamos,5
2013-10,encaje aplicara si saldo credito divisases mercado interno supera mas saldo ,este encaje se aplicara si el saldo del credito en divisases al mercado interno supera en mas de [NUM] el saldo a [DATE] ,6
2013-11,nota informativa programa monetario banco central redujo tasa interes referencia ,nota informativa programa monetario de [DATE] banco central redujo la tasa de interes de referencia a [NUM] ,1
2013-11,directorio banco central aprobo reducir tasa interes referencia politica monetaria,el directorio del banco central aprobo reducir la tasa de interes de referencia de la politica monetaria a [NUM],2
2013-11,nuevo nivel tasa referencia compatible proyeccion inflacion horizonte toma cuenta ademas crecimiento economico viene desacelerando tasas debajo potenciallos indicadores recientes muestran menor crecimiento economia mundiallas expectativas inflacion reducido permanecen ancladas dentro rango meta factores oferta elevado inflacion transitoriamente revertiran,el nuevo nivel de la tasa de referencia es compatible con una proyeccion de inflacion de [NUM] para el horizonte [NUM] y toma en cuenta ademas que el crecimiento economico se viene desacelerando a tasas por debajo de su potenciallos indicadores recientes muestran un menor crecimiento de la economia mundiallas expectativas de inflacion se han reducido y permanecen ancladas dentro del rango meta y los factores de oferta que han elevado la inflacion transitoriamente se revertiran,3
2013-11,decision caracter preventivo implica secuencia reducciones tasa interes referencia,esta decision tiene un caracter preventivo y no implica una secuencia de reducciones de la tasa de interes de referencia,4
2013-11,tasa inflacion alimentos energia ultimos meses tasa inflacion subyacente ultimos meses,la tasa de inflacion sin alimentos y energia fue [NUM] en los ultimos [NUM] meses y la tasa de inflacion subyacente fue [NUM] en los ultimos [NUM] meses,5
2013-11,proyecta inflacion permanecera cerca limite superior rango meta proximos meses efecto rezagado choques oferta convergera,se proyecta que la inflacion permanecera cerca del limite superior del rango meta en los proximos meses por el efecto rezagado de los choques de oferta y que convergera a [NUM] en el [NUM],6
2013-11,indicadores actuales adelantados actividad productiva muestran debilitamiento nivel actividad economica refleja menor crecimiento exportaciones vinculado desaceleracion actividad economica socios comerciales menores precios exportacion,los indicadores actuales y adelantados de la actividad productiva muestran un debilitamiento en el nivel de actividad economica que refleja un menor crecimiento de nuestras exportaciones vinculado a la desaceleracion de la actividad economica de nuestros socios comerciales y a los menores precios de exportacion,7
2013-11,misma sesion directorio tambien acordo reducir tasas interes operaciones activas pasivas moneda nacional banco central sistema financiero efectuadas subasta,en la misma sesion el directorio tambien acordo reducir las tasas de interes de las operaciones activas y pasivas en moneda nacional del banco central con el sistema financiero efectuadas fuera de subasta,8
2013-12,nivel tasa referencia compatible proyeccion inflacion horizonte proyeccion ,este nivel de tasa de referencia es compatible con una proyeccion de inflacion de [NUM] para el horizonte de proyeccion [NUM] ,1
2013-12,expectativas inflacion permanecen ancladas dentro rango meta inflacionel crecimiento producto bruto interno venido registrando tasas menores potenciallos indicadores recientes muestran cierta recuperacion economia mundial vienen revirtiendo factores oferta elevaron inflacion,las expectativas de inflacion permanecen ancladas dentro del rango meta de inflacionel crecimiento del producto bruto interno ha venido registrando tasas menores a su potenciallos indicadores recientes muestran cierta recuperacion de la economia mundial y se vienen revirtiendo los factores de oferta que elevaron la inflacion,2
2013-12,inflacion negativa inflacion ultimos meses paso noviembre,la inflacion en [DATE] fue negativa en [NUM] con lo que la inflacion de los ultimos [NUM] meses paso de [NUM] en [DATE] a [NUM] en noviembre,3
2013-12,proyecta inflacion permanecera inicialmente cerca limite superior rango meta efecto rezagado choques oferta posteriormente tendera,se proyecta que la inflacion permanecera inicialmente cerca del limite superior del rango meta por el efecto rezagado de choques de oferta y que posteriormente tendera a [NUM],4
2013-12,crecimiento actividad economica venido desacelerando tercer trimestre resultado menor crecimiento exportaciones vinculado desaceleracion actividad economica socios comerciales menores precios exportacion,el crecimiento de la actividad economica se ha venido desacelerando hasta el tercer trimestre como resultado de un menor crecimiento de nuestras exportaciones vinculado a la desaceleracion de la actividad economica de nuestros socios comerciales y a los menores precios de exportacion,5
2013-12,indicadores actividad productiva senialan recuperacion actividad economica ultimo trimestre,los indicadores de actividad productiva a [DATE] senialan una recuperacion en la actividad economica en el ultimo trimestre,6
2013-12,redujo tasa encaje moneda nacional finalidad sostener dinamismo credito divisas,en [DATE] se redujo la tasa de encaje en moneda nacional de [NUM] a [NUM] con la finalidad de sostener el dinamismo del credito en divisas,7
2014-01,nivel tasa referencia compatible proyeccion inflacion horizonte ,este nivel de tasa de referencia es compatible con una proyeccion de inflacion de [NUM] para el horizonte [NUM] ,1
2014-01,proyeccion toma cuenta expectativas inflacion permanecen ancladas dentro rango meta inflacionel crecimiento producto bruto interno venido registrando tasas menores potenciallos indicadores recientes muestran recuperacion economia mundial vienen revirtiendo factores oferta elevaron inflacion,esta proyeccion toma en cuenta que las expectativas de inflacion permanecen ancladas dentro del rango meta de inflacionel crecimiento del producto bruto interno ha venido registrando tasas menores a su potenciallos indicadores recientes muestran recuperacion de la economia mundial y se vienen revirtiendo los factores de oferta que elevaron la inflacion,2
2014-01,inflacion inflacion ultimos meses paso diciembre,la inflacion en [DATE] fue [NUM] con lo que la inflacion de los ultimos [NUM] meses paso de [NUM] en [DATE] a [NUM] en diciembre,3
2014-01,crecimiento actividad economica venido desacelerando tercer trimestre resultado menor crecimiento exportaciones vinculado desaceleracion actividad economica socios comerciales menores precios exportacion,el crecimiento de la actividad economica se ha venido desacelerando hasta el tercer trimestre del [NUM] como resultado de un menor crecimiento de nuestras exportaciones vinculado a la desaceleracion de la actividad economica de nuestros socios comerciales y a los menores precios de exportacion,4
2014-01,reducido tasa encaje medio maxima marginal moneda nacional finalidad sostener dinamismo credito divisas,en [DATE] se ha reducido la tasa de encaje medio maxima y marginal en moneda nacional de [NUM] a [NUM] con la finalidad de sostener el dinamismo del credito en divisas,5
2014-01,asimismo redujo tasa encaje adeudados comercio exterior,asimismo se redujo la tasa de encaje para adeudados de comercio exterior de [NUM] a [NUM],6
2014-01,cronograma sesiones directorio aprobara programa monetario siguientes doce meses siguiente,el cronograma de las sesiones en las que el directorio aprobara el programa monetario para los siguientes doce meses es el siguiente,7
2014-02,decision toma cuenta expectativas inflacion permanecen ancladas dentro rango meta inflacionel crecimiento producto bruto interno venido registrando tasas menores potenciallos indicadores recientes muestran recuperacion economia mundial factores oferta elevaron inflacion moderarian,esta decision toma en cuenta que las expectativas de inflacion permanecen ancladas dentro del rango meta de inflacionel crecimiento del producto bruto interno ha venido registrando tasas menores a su potenciallos indicadores recientes muestran recuperacion de la economia mundial y los factores de oferta que elevaron la inflacion se moderarian,1
2014-02,inflacion inflacion ultimos meses paso reflejo aumento precios alimentos factores oferta transitorios,la inflacion en [DATE] fue [NUM] con lo que la inflacion de los ultimos [NUM] meses paso de [NUM] en [DATE] a [NUM] en [DATE] lo que reflejo el aumento de los precios de algunos alimentos por factores de oferta transitorios,2
2014-02,ello tasa inflacion alimentos energia ultimos meses,por ello la tasa de inflacion sin alimentos y energia fue [NUM] en los ultimos [NUM] meses,3
2014-02,crecimiento actividad economica desacelero tercer trimestre resultado menor crecimiento exportaciones vinculado desaceleracion actividad economica socios comerciales menores precios exportacion,el crecimiento de la actividad economica se desacelero hasta el tercer trimestre del [NUM] como resultado de un menor crecimiento de nuestras exportaciones vinculado a la desaceleracion de la actividad economica de nuestros socios comerciales y a los menores precios de exportacion,4
2014-02,indicadores actividad productiva encuestas expectativas senialan recuperacion actividad economica primer trimestre anio,los indicadores de actividad productiva y las encuestas de expectativas senialan una recuperacion en la actividad economica en el primer trimestre de este anio,5
2014-02,continuado reduccion tasa encaje medio maxima marginal moneda nacional finalidad sostener dinamismo credito divisas,en [DATE] se ha continuado con la reduccion de la tasa de encaje medio maxima y marginal en moneda nacional de [NUM] a [NUM] con la finalidad de sostener el dinamismo del credito en divisas,6
2014-03,decision toma cuenta expectativas inflacion permanecen ancladas dentro rango meta inflacionel crecimiento producto bruto interno venido registrando tasas menores potenciallos indicadores recientes muestran seniales mixtas recuperacion economia mundial factores oferta elevaron inflacion vienen moderando,esta decision toma en cuenta que las expectativas de inflacion permanecen ancladas dentro del rango meta de inflacionel crecimiento del producto bruto interno ha venido registrando tasas menores a su potenciallos indicadores recientes muestran seniales mixtas de recuperacion de la economia mundial y los factores de oferta que elevaron la inflacion se vienen moderando,1
2014-03,inflacion inflacion ultimos meses paso reflejo aumento tarifas electricas precios alimentos factores oferta transitorios,la inflacion en [DATE] fue [NUM] con lo que la inflacion de los ultimos [NUM] meses paso de [NUM] en [DATE] a [NUM] en [DATE] lo que reflejo el aumento de las tarifas electricas y de los precios de algunos alimentos por factores de oferta transitorios,2
2014-03,continuado reduccion tasa encaje moneda nacional finalidad sostener dinamismo credito divisas,en [DATE] se ha continuado con la reduccion de la tasa de encaje en moneda nacional de [NUM] a [NUM] con la finalidad de sostener el dinamismo del credito en divisas,3
2014-03,misma sesion directorio tambien acordo modificar tasa interes operaciones pasivas moneda nacional banco central sistema financiero efectuadas subasta fin contribuir mejor distribucion liquidez mercado interbancario,en la misma sesion el directorio tambien acordo modificar la tasa de interes para las operaciones pasivas en moneda nacional del banco central con el sistema financiero efectuadas fuera de subasta con el fin de contribuir a una mejor distribucion de la liquidez en el mercado interbancario,4
2014-04,nivel tasa referencia compatible proyeccion inflacion converge horizonte,este nivel de tasa de referencia es compatible con una proyeccion de inflacion que converge a [NUM] en el horizonte [NUM],1
2014-04,inflacion inflacion ultimos meses bajo marzo,la inflacion en [DATE] fue [NUM] con lo que la inflacion de los ultimos [NUM] meses bajo de [NUM] en [DATE] a [NUM] en marzo,2
2014-04,tasa inflacion alimentos energia tasa inflacion ultimos meses redujo,la tasa de inflacion sin alimentos y energia fue [NUM] con lo que la tasa de inflacion de los ultimos [NUM] meses se redujo de [NUM] a [NUM],3
2014-04,indicadores actividad productiva encuestas expectativas senialan actividad economica dinamica primer semestre anio aunque tasa menor esperada,los indicadores de actividad productiva y las encuestas de expectativas senialan una actividad economica dinamica en el primer semestre de este anio aunque a una tasa menor a la esperada,4
2014-05,nivel tasa referencia compatible proyeccion inflacion converge rango meta,este nivel de tasa de referencia es compatible con una proyeccion de inflacion que converge al rango meta en [NUM] y a [NUM] en [NUM],1
2014-05,inflacion inflacion ultimos meses paso reflejo aumento precio alimentos factores estacionales,la inflacion en [DATE] fue [NUM] con lo que la inflacion de los ultimos [NUM] meses paso de [NUM] en [DATE] a [NUM] en [DATE] lo que reflejo el aumento en el precio de algunos alimentos por factores estacionales,2
2014-05,tasa inflacion alimentos energia acumulando ultimos meses,la tasa de inflacion sin alimentos y energia fue [NUM] acumulando [NUM] en los ultimos [NUM] meses,3
2014-05,proyecta inflacion permanecera inicialmente cerca limite superior rango meta efecto rezagado choques oferta posteriormente tendera,se proyecta que la inflacion permanecera inicialmente cerca al limite superior del rango meta por el efecto rezagado de choques de oferta y que posteriormente tendera a [NUM],4
2014-05,indicadores actividad productiva encuestas expectativas senialan actividad economica dinamica aunque tasa menor esperada,los indicadores de actividad productiva y las encuestas de expectativas senialan una actividad economica dinamica aunque a una tasa menor a la esperada,5
2014-06,decision toma cuenta expectativas inflacion permanecen ancladas dentro rango meta inflacionel crecimiento producto bruto interno viene registrando tasas menores potencial espera temporallos indicadores recientes muestran seniales mixtas recuperacion economia mundial factores oferta elevaron inflacion vienen moderando,esta decision toma en cuenta que las expectativas de inflacion permanecen ancladas dentro del rango meta de inflacionel crecimiento del producto bruto interno viene registrando tasas menores a su potencial lo que se espera sea temporallos indicadores recientes muestran seniales mixtas de recuperacion de la economia mundial y los factores de oferta que elevaron la inflacion se vienen moderando,1
2014-06,proyecta inflacion permanecera inicialmente cerca limite superior rango meta efecto persistente choques oferta posteriormente tendera,se proyecta que la inflacion permanecera inicialmente cerca al limite superior del rango meta por el efecto persistente de choques de oferta y que posteriormente tendera a [NUM],2
2014-06,indicadores actuales adelantados muestran debilitamiento temporal actividad economica tasas crecimiento producto bruto interno menores potencial principalmente menor dinamismo inversion exportaciones,los indicadores actuales y adelantados muestran un debilitamiento temporal de la actividad economica con tasas de crecimiento del producto bruto interno menores a su potencial principalmente por un menor dinamismo en la inversion y las exportaciones,3
2014-06,continuado reduccion tasa encaje moneda nacional vigente partir finalidad sostener dinamismo credito divisas,en [DATE] se ha continuado con la reduccion de la tasa de encaje en moneda nacional de [NUM] a [NUM] vigente a partir de [DATE] con la finalidad de sostener el dinamismo del credito en divisas,4
2014-07,directorio banco central acordo reducir tasa interes referencia politica monetaria,el directorio del banco central acordo reducir la tasa de interes de referencia de la politica monetaria a [NUM],1
2014-07,decision toma cuenta expectativas inflacion permanecen ancladas dentro rango meta inflacionel crecimiento producto bruto interno continua registrando tasas menores potencial espera temporallos indicadores recientes muestran seniales mixtas recuperacion economia mundial factores oferta elevaron inflacion vienen moderando,esta decision toma en cuenta que las expectativas de inflacion permanecen ancladas dentro del rango meta de inflacionel crecimiento del producto bruto interno continua registrando tasas menores a su potencial lo que se espera sea temporallos indicadores recientes muestran seniales mixtas de recuperacion de la economia mundial y los factores de oferta que elevaron la inflacion se vienen moderando,2
2014-07,decision implica informacion actual inicio secuencia reducciones tasa referencia,esta decision no implica con la informacion actual el inicio de una secuencia de reducciones de la tasa de referencia,3
2014-07,inflacion inflacion ultimos meses paso reflejo moderacion factores oferta elevaron inflacion meses previos,la inflacion en [DATE] fue [NUM] con lo que la inflacion de los ultimos [NUM] meses paso de [NUM] en [DATE] a [NUM] en [DATE] lo que reflejo una moderacion en los factores de oferta que elevaron la inflacion en los meses previos,4
2014-07,tasa inflacion alimentos energia tasa meses bajo junio,la tasa de inflacion sin alimentos y energia fue [NUM] con lo cual la tasa [NUM] meses bajo de [NUM] en [DATE] a [NUM] en junio,5
2014-07,indicadores actuales adelantados actividad productiva continuan mostrando ciclo economico mas debil esperado tasas crecimiento producto bruto interno menores potencial principalmente menor dinamismo inversion exportaciones,los indicadores actuales y adelantados de la actividad productiva continuan mostrando un ciclo economico mas debil que el esperado con tasas de crecimiento del producto bruto interno menores a su potencial principalmente por un menor dinamismo de la inversion y las exportaciones,6
2014-08,nota informativa programa monetario banco central mantuvo tasa interes referencia ,nota informativa programa monetario de [DATE] banco central mantuvo la tasa de interes de referencia en [NUM] ,1
2014-08,proyeccion toma cuenta expectativas inflacion permanecen ancladas dentro rango metael crecimiento producto bruto interno continua registrando tasas menores potencial espera temporallos indicadores recientes muestran seniales recuperacion economia norteamericana factores oferta elevaron inflacion vienen moderando ritmo menor esperado,esta proyeccion toma en cuenta que las expectativas de inflacion permanecen ancladas dentro del rango metael crecimiento del producto bruto interno continua registrando tasas menores a su potencial lo que se espera sea temporallos indicadores recientes muestran seniales de recuperacion de la economia norteamericana y los factores de oferta que elevaron la inflacion se vienen moderando a un ritmo menor al esperado,2
2014-08,inflacion inflacion ultimos meses paso julio,la inflacion en [DATE] fue [NUM] con lo que la inflacion de los ultimos [NUM] meses paso de [NUM] en [DATE] a [NUM] en julio,3
2014-08,tasa inflacion alimentos energia tasa meses bajo julio,la tasa de inflacion sin alimentos y energia fue [NUM] con lo cual la tasa [NUM] meses bajo de [NUM] en [DATE] a [NUM] en julio,4
2014-09,directorio banco central acordo reducir tasa interes referencia politica monetaria puntos basicos,el directorio del banco central acordo reducir la tasa de interes de referencia de la politica monetaria en [NUM] puntos basicos a [NUM],1
2014-09,nivel tasa referencia compatible proyeccion inflacion mantiene rango meta converge,este nivel de tasa de referencia es compatible con una proyeccion de inflacion que se mantiene en el rango meta en el [NUM] y converge a [NUM] en el [NUM],2
2014-09,proyeccion toma cuenta indicadores actuales adelantados actividad economica continuan mostrando crecimiento mas debil esperadolas expectativas inflacion permanecen ancladas dentro rango metalos indicadores recientes muestran seniales mixtas recuperacion economia mundial factores oferta elevaron inflacion vienen moderando,esta proyeccion toma en cuenta que los indicadores actuales y adelantados de la actividad economica continuan mostrando un crecimiento mas debil que el esperadolas expectativas de inflacion permanecen ancladas dentro del rango metalos indicadores recientes muestran seniales mixtas de recuperacion de la economia mundial y los factores de oferta que elevaron la inflacion se vienen moderando,3
2014-09,inflacion negativa inflacion interanual paso ubicandose nuevamente dentro rango meta,la inflacion en [DATE] fue negativa en [NUM] con lo que la inflacion interanual paso de [NUM] en [DATE] a [NUM] en [DATE] ubicandose nuevamente dentro del rango meta,4
2014-09,tasa inflacion alimentos energia negativa tasa interanual bajo agosto,la tasa de inflacion sin alimentos y energia fue negativa en [NUM] con lo cual la tasa interanual bajo de [NUM] en [DATE] a [NUM] en agosto,5
2014-10,proyeccion toma cuenta indicadores actuales adelantados actividad economica continuan mostrando crecimiento debajo potenciallas expectativas inflacion permanecen ancladas dentro rango metalos indicadores internacionales recientes muestran seniales mixtas recuperacion economia mundial asi mayor volatilidad mercados financieros cambios factores oferta elevaron inflacion vienen moderando,esta proyeccion toma en cuenta que los indicadores actuales y adelantados de la actividad economica continuan mostrando un crecimiento por debajo de su potenciallas expectativas de inflacion permanecen ancladas dentro del rango metalos indicadores internacionales recientes muestran seniales mixtas de recuperacion de la economia mundial asi como una mayor volatilidad en los mercados financieros y de cambios y los factores de oferta que elevaron la inflacion se vienen moderando,1
2014-10,inflacion inflacion interanual paso dentro rango meta,la inflacion de [DATE] fue [NUM] con lo que la inflacion interanual paso de [NUM] en [DATE] a [NUM] en [DATE] dentro del rango meta,2
2014-10,tasa inflacion alimentos energia tasa interanual paso setiembre,la tasa de inflacion sin alimentos y energia fue [NUM] con lo cual la tasa interanual paso de [NUM] en [DATE] a [NUM] en setiembre,3
2014-10,indicadores actuales adelantados actividad productiva continuan mostrando ciclo economico debil tasas crecimiento producto bruto interno menores potencial aunque seniales recuperacion setiembre,los indicadores actuales y adelantados de la actividad productiva continuan mostrando un ciclo economico debil con tasas de crecimiento del producto bruto interno menores a su potencial aunque con algunas seniales de recuperacion en setiembre,4
2014-11,nivel tasa referencia compatible proyeccion inflacion converge toma cuenta indicadores actuales adelantados actividad economica continuan mostrando crecimiento debajo potenciallas expectativas inflacion permanecen ancladas dentro rango meta ylos indicadores internacionales recientes muestran seniales mixtas recuperacion economia mundial asi mayor volatilidad mercados financieros cambios,este nivel de la tasa de referencia es compatible con una proyeccion de inflacion que converge a [NUM] en el [NUM] y toma en cuenta que los indicadores actuales y adelantados de la actividad economica continuan mostrando un crecimiento por debajo de su potenciallas expectativas de inflacion permanecen ancladas dentro del rango meta ylos indicadores internacionales recientes muestran seniales mixtas de recuperacion de la economia mundial asi como una mayor volatilidad en los mercados financieros y de cambios,1
2014-11,inflacion inflacion interanual paso debido factores transitorios oferta,la inflacion de [DATE] fue [NUM] con lo que la inflacion interanual paso de [NUM] en [DATE] a [NUM] en [DATE] debido a factores transitorios de oferta,2
2014-11,ello tasa inflacion alimentos energia tasa interanual bajo octubre,por ello la tasa de inflacion sin alimentos y energia fue [NUM] con lo cual su tasa interanual bajo de [NUM] en [DATE] a [NUM] en octubre,3
2014-11,indicadores actuales adelantados actividad productiva continuan mostrando ciclo economico debil tasas crecimiento producto bruto interno menores potencial,los indicadores actuales y adelantados de la actividad productiva continuan mostrando un ciclo economico debil con tasas de crecimiento del producto bruto interno menores a su potencial,4
2014-12,nivel tasa referencia compatible proyeccion inflacion converge toma cuenta proyecciones actividad economica continuan mostrando nivel debajo potenciallas expectativas inflacion permanecen ancladas dentro rango metalos indicadores internacionales recientes muestran seniales mixtas recuperacion economia mundial asi mayor volatilidad mercados financieros cambios menores precios internacionales petroleo comenzado trasladar gradualmente mercado interno,este nivel de la tasa de referencia es compatible con una proyeccion de inflacion que converge a [NUM] en el [NUM] y toma en cuenta que las proyecciones de actividad economica continuan mostrando un nivel debajo de su potenciallas expectativas de inflacion permanecen ancladas dentro del rango metalos indicadores internacionales recientes muestran seniales mixtas de recuperacion de la economia mundial asi como una mayor volatilidad en los mercados financieros y de cambios y los menores precios internacionales del petroleo se han comenzado a trasladar gradualmente al mercado interno,1
2014-12,inflacion negativa inflacion interanual paso noviembre,la inflacion de [DATE] fue negativa en [NUM] con lo que la inflacion interanual paso de [NUM] en [DATE] a [NUM] en noviembre,2
2014-12,tasa inflacion alimentos energia tasa interanual redujo noviembre,la tasa de inflacion sin alimentos y energia fue [NUM] con lo cual la tasa interanual se redujo de [NUM] en [DATE] a [NUM] en noviembre,3
2014-12,indicadores mas recientes actividad productiva continuan mostrando tasas crecimiento producto bruto interno menores potencial presente anio,los indicadores mas recientes de la actividad productiva continuan mostrando tasas de crecimiento del producto bruto interno menores a su potencial para el presente anio,4
2015-01,nota informativa programa monetario banco central redujo tasa interes referencia ,nota informativa programa monetario de [DATE] banco central redujo la tasa de interes de referencia de [NUM] a [NUM] ,1
2015-01,nivel tasa referencia compatible proyeccion inflacion converge mas rapidamente toma cuenta actividad economica continua debajo potenciallas expectativas inflacion permanecen ancladas dentro rango metalos indicadores internacionales recientes muestran seniales mixtas recuperacion economia mundial asi mayor volatilidad mercados financieros menores precios internacionales petroleo comenzado trasladar mercado interno,este nivel de la tasa de referencia es compatible con una proyeccion de inflacion que converge mas rapidamente a [NUM] en el [NUM] y toma en cuenta que la actividad economica continua por debajo de su potenciallas expectativas de inflacion permanecen ancladas dentro del rango metalos indicadores internacionales recientes muestran seniales mixtas de recuperacion de la economia mundial asi como una mayor volatilidad en los mercados financieros y los menores precios internacionales del petroleo se han comenzado a trasladar al mercado interno,2
2015-01,inflacion inflacion interanual paso diciembre,la inflacion de [DATE] fue [NUM] con lo que la inflacion interanual paso de [NUM] en [DATE] a [NUM] en diciembre,3
2015-01,tasa inflacion alimentos energia tasa interanual paso diciembre,la tasa de inflacion sin alimentos y energia fue [NUM] con lo cual la tasa interanual paso de [NUM] en [DATE] a [NUM] en diciembre,4
2015-01,indicadores mas recientes actividad productiva continuan mostrando ciclo economico debil tasas crecimiento producto bruto interno menores potencial largo caidas significativas actividades primarias factores oferta negativos,los indicadores mas recientes de la actividad productiva continuan mostrando un ciclo economico debil con tasas de crecimiento del producto bruto interno menores a su potencial a lo largo del [NUM] y con caidas significativas en las actividades primarias por factores de oferta negativos,5
2015-02,nivel tasa referencia compatible proyeccion inflacion converge toma cuenta actividad economica continua debajo potenciallas expectativas inflacion permanecen ancladas dentro rango meta ylos indicadores internacionales recientes muestran seniales mixtas recuperacion economia mundial asi mayor volatilidad mercados financieros cambiarios,este nivel de la tasa de referencia es compatible con una proyeccion de inflacion que converge a [NUM] en el [NUM] y toma en cuenta que la actividad economica continua por debajo de su potenciallas expectativas de inflacion permanecen ancladas dentro del rango meta ylos indicadores internacionales recientes muestran seniales mixtas de recuperacion de la economia mundial asi como una mayor volatilidad en los mercados financieros y cambiarios,1
2015-02,inflacion inflacion interanual disminuyo enero,la inflacion de [DATE] fue [NUM] con lo que la inflacion interanual disminuyo de [NUM] en [DATE] a [NUM] en enero,2
2015-02,tasa inflacion alimentos energia cero ciento tasa interanual paso enero,la tasa de inflacion sin alimentos y energia fue cero por ciento con lo cual la tasa interanual paso de [NUM] en [DATE] a [NUM] en enero,3
2015-02,indicadores mas recientes actividad productiva continuan mostrando ciclo economico debil tasas crecimiento producto bruto interno menores potencial,los indicadores mas recientes de la actividad productiva continuan mostrando un ciclo economico debil con tasas de crecimiento del producto bruto interno menores a su potencial,4
2015-03,inflacion inflacion interanual disminuyo dentro rango meta,la inflacion de [DATE] fue [NUM] con lo que la inflacion interanual disminuyo de [NUM] en [DATE] a [NUM] en [DATE] dentro del rango meta,1
2015-03,tasa inflacion alimentos energia tasa interanual paso febrero,la tasa de inflacion sin alimentos y energia fue [NUM] con lo cual la tasa interanual paso de [NUM] en [DATE] a [NUM] en febrero,2
2015-03,indicadores mas recientes actividad productiva expectativas empresariales consumidores continuan mostrando ciclo economico debil tasas crecimiento producto bruto interno menores potencial,los indicadores mas recientes de la actividad productiva y de las expectativas empresariales y de consumidores continuan mostrando un ciclo economico debil con tasas de crecimiento del producto bruto interno menores a su potencial,3
2015-04,directorio banco central acordo mantener tasa interes referencia politica monetaria nivel tasa referencia compatible proyeccion inflacion converge horizonte proyeccion toma cuenta actividad economica continua debajo potenciallas expectativas inflacion permanecen ancladas dentro rango metalos indicadores internacionales recientes muestran seniales mixtas recuperacion economia mundial asi volatilidad alta mercados financieros cambiarios externos inflacion nacional sido afectada factores temporales lado oferta iran revirtiendo,el directorio del banco central acordo mantener la tasa de interes de referencia de la politica monetaria en [NUM] este nivel de la tasa de referencia es compatible con una proyeccion de inflacion que converge a [NUM] en el horizonte de proyeccion [NUM] y toma en cuenta que la actividad economica continua por debajo de su potenciallas expectativas de inflacion permanecen ancladas dentro del rango metalos indicadores internacionales recientes muestran seniales mixtas de recuperacion de la economia mundial asi como una volatilidad alta en los mercados financieros y cambiarios externos y la inflacion nacional ha sido afectada por factores temporales del lado de la oferta que se iran revirtiendo,1
2015-04,inflacion inflacion interanual paso explicada principalmente mayores precios alimentos perecibles comidas hogar combustibles aumento estacional costos educacion,la inflacion de [DATE] fue [NUM] con lo que la inflacion interanual paso de [NUM] en [DATE] a [NUM] en [DATE] explicada principalmente por mayores precios de alimentos perecibles comidas fuera del hogar combustibles y el aumento estacional en los costos de educacion,2
2015-04,tasa inflacion alimentos energia tasa interanual paso debido aumento precios estacional servicios educacion transporte,la tasa de inflacion sin alimentos y energia fue [NUM] con lo cual la tasa interanual paso de [NUM] en [DATE] a [NUM] en [DATE] debido al aumento de precios estacional de los servicios de educacion y transporte,3
2015-04,indicadores mas recientes actividad productiva expectativas empresariales consumidores continuan senialando ciclo economico mas debil tasas crecimiento producto bruto interno menores potencial,los indicadores mas recientes de la actividad productiva y de expectativas empresariales y de consumidores continuan senialando un ciclo economico mas debil con tasas de crecimiento del producto bruto interno menores a su potencial,4
2015-05,nivel tasa referencia compatible proyeccion inflacion converge horizonte proyeccion toma cuenta actividad economica continua debajo potenciallas expectativas inflacion permanecen ancladas dentro rango metalos indicadores internacionales muestran seniales mixtas recuperacion economia mundial asi volatilidad alta mercados financieros cambiarios externos inflacion nacional sido afectada factores temporales lado oferta iran revirtiendo,este nivel de la tasa de referencia es compatible con una proyeccion de inflacion que converge a [NUM] en el horizonte de proyeccion [NUM] y toma en cuenta que la actividad economica continua por debajo de su potenciallas expectativas de inflacion permanecen ancladas dentro del rango metalos indicadores internacionales muestran seniales mixtas de recuperacion de la economia mundial asi como una volatilidad alta en los mercados financieros y cambiarios externos y la inflacion nacional ha sido afectada por factores temporales del lado de la oferta que se iran revirtiendo,1
2015-05,inflacion inflacion interanual mantuvo abril,la inflacion de [DATE] fue [NUM] con lo que la inflacion interanual se mantuvo en [NUM] en abril,2
2015-05,inflacion mes explica aumento precios comidas hogar pescado tomate,la inflacion del mes se explica por el aumento en los precios de comidas fuera del hogar [NUM] pescado [NUM] y tomate [NUM],3
2015-05,tasa inflacion alimentos energia tasa interanual paso abril,la tasa de inflacion sin alimentos y energia fue [NUM] con lo cual la tasa interanual paso de [NUM] en [DATE] a [NUM] en abril,4
